Comment	label
Off- school institutions and Shanghai Normal University cooperation in adult education enrollment?	2
Milk cows, milk hormones, milk pumped full of hormones.	0
A cup of yoghurt equals two cans of cola? What do you mean by sour cream?	2
Japan wants to blow up the Three Gorges Dam?	0
Pregnant son, B-ultrasound and symptom-sharing.	0
"The most powerful stock-selection method in the history of A-shares - ""single Yang does not break"", one purchase will rise without exception!"	2
Fang Zhouzi said that drinking pu'er tea is carcinogenic, eating long-lived genetically modified, right?	2
Don't waste your money on your teeth! I'll give you a few tricks to whiten your teeth and get rid of your bad breath.	2
Pour it with vinegar, eat a little of the moisture in the middle of the day, scrape off the fat, and get rid of the belly.	2
When the map APP-1 goes on line, people around the world will send their GPS with their tearful eyes.	2
New agricultural co-payment will soon cut off, the insured farmers can free of the treatment of these 9 diseases!	2
What plants to drink water can prevent cancer, anti-cancer?	2
Michelle Yeoh and Huo Hua Hua have been in a relationship. What do you think?	2
"A family photo of the 42-year-old ""Little Zhang Guo-Rong"", whose wife was born in a billion-dollar family and had two sons who were very handsome"	2
The city of Inner Mongolia has a per capita GDP that exceeds that of Hong Kong, but has not yet opened high-speed rail lines.	2
Young 15-year-old Guo Tie-jie, the head of Gu Tae-lok, replays 3 times.	2
"Uncover the reason why the ancient coins of ""Guangxu"" are worth millions!"	2
I'll teach you how to crack a cell phone password!	0
Talented Talents in Tianjin will soon change	2
From Suzuki Downmarket to Volkswagen - Ford Collaboration to see how the auto industry will develop?	2
Horrible is not the latin dance lead to sexually mature! The true killer of precocious puberty is it!	2
No one eat bitter melon with it to scrub, ten days whitening and bleach, skin white and delicate like young girls!	0
Zhu Guowen at the Spring Festival Gala Spring Festival 201Spring Festival!	0
Zhang Jichenko was the sixth man to have sex with him. He was struck out by the PTA, but the netizen felt sorry for Kong Linghui.	2
Shanghai, Tianjin property market to buy further upgrade! Bank in the bank all suspended Mortgage! My room, where are you?	0
"Yang Yuying, Mao Ning ""The Heart of the Rain"", tomorrow she will be married! Strangers give her a blessing!"	2
Beijing Guoan recently has a big action! Bloss100 million yuan buy supernovae, Guangzhou Hengda also come to rob!	2
Again! Deer announced romance because of the baby's pregnancy?	0
Why is Lin Zhi Ling, the goddess of eternal life, unmarried and married to a rich man?	2
"The husband's one sentence ""opera money is fast"", liu tao cried!"	0
Those who can't quit smoking often eat these kinds of foods, which help you to expel the lung and cough up and expel the old opium poison.	0
Filled with the 48-year-old genetic blob of the yam, completely disappeared in 7 days, glowing white skin.	2
"Friends Circulation: ""Airplane Slitting Acanthus to Kill Moths."" The Qingzhou Gardens Bureau: False information."	2
Someone from the People's Hospital of Cengxi City jumped to his death.	2
Sleepy at work? Spring drowsiness is here. Chinese medicine teaches you these three methods, clear-headed and not sleepy	2
A good method of not having wrinkles on the face, seven days has obvious effect.	0
the negotiation of the ofo and the droplets is nearing the end of the negotiations, the purchase price has been falling again and again	2
The mortal enemy of liquor, before the wine secretly take two, drink not pour drink not drink wine not after the head pain nurse the stomach to protect stomach and stomach	0
Cecilia Cheung fixed the date for the concert, and it was the anniversary of the divorce with Tse Tse-feng	2
A man with a sore waist needn't go around asking for medicine, a loofah with a white wine, and not a dollar a day.	0
"The TV show ""July and Anson"" starring Zhengshuang Zhao Liying"	0
Zhu Xun's cancer recurrence will retire? I appear to respond, a word to the netizens tearful	2
The 90th anniversary of the founding of the Chinese Industrial and Commercial Bank of China (ICBC) Reservation: Website + Microcredit + APP	2
Yang's game account exposure, professional people can learn from Abni Ni play hero League OLL decompression!	2
"""Crab's cancer"", ""Crab shots"", ""Crab glue""... Have you heard of it? Do you believe it?"	2
"Jiujiang city people buy ""plastic purple seaweed"" in Jiulong Supermarket, it is hard to break after chewing the soup"	2
The new baby's new play is absent and new! Huang Xuan is playing with the air? It's embarrassing to see through the screen!	0
Attention, driver! Drinking and driving without driving in this situation is also a DUI!	2
In the countryside, the following subsidies have been added, amounting to as much as ten thousand yuan.	0
Often eat tofu, you will get kidney stones? Although tofu is good, these kinds of people should not eat a mouthful.	2
The oil-pot fires must be covered with low-temperature oil.	2
The thick-browned bastard James Durant! Don't be a champion without a fight! Leave? What he said is sad.	2
Zhangjianko gets hurt by his fans! He is presumed to have an affair with Masu, but Huang Yongqing refuses to admit it	2
Eat some fruits in May, eat some fruits. Have you got your favorite food?	2
Chinese wolfberry can eat the wrong disease, the body appears, these conditions are not suitable to eat medlar.	2
The baby is on fire again! To prevent photo shoots, let the assistant check the customer's mobile phone and make threats!	2
Eat more alkaline food baby boy, is it true or false?	2
The top five cars in the country with the highest mortality rate, will you never dare to buy them again?	0
Don't say you all know, Huawei phone volume button still has this operation!	0
Update good old-age pension: minimum standard adjusted to $88 per person per month	2
A chestnut skin, cured 12 years of cervical spondylosis, 1 day effect, cervical spine pain 7 days root not recur	2
in 2018, wu lin - liang 's strong punch has won the thai boxing champion, sitichai wusreshin, a dragon, and sobbing under the roof.	2
A New Deal for the Land of Nine Million Dollars Across the Provinces: Cropland can be bought and sold across provinces	0
Eat large-dish chicken, pitted peppers and chicken feet can infect H7N9?	2
Rural relocation project launched in 2018, farmers per capita subsidies 700 to 10, 000 yuan	2
Yao Ming, with no reason to bully the Japanese brand, has some high-priced spokespeople.	2
After June 15, driving school will tell you three sorry, do not test the driver's license to cry!	2
The new road rules will go into effect next week. Attention, everyone.	0
Red is a lot of things, Andy Lau on the street eating a bowl of bullwhip, the result is known all Hong Kong	0
XC90 imports up to 90,000, small number of cars.	2
If you see these three kinds of fines, you can rip them off. You don't have to pay any penalty.	2
march 6, shanghai and shenzhen stock markets important announcement summary: a new stock issue on monday	2
The fruit is getting sweeter and sweeter, is the fruit to be the fruit to beat the fruit to do?	2
Wanda is in trouble again. What did Wang Jian-lin do wrong this time?	2
Pregnancy of the baby boy. Do you have it?	0
"Authoritative Publication Xiang5 19 China Tourism Day Parts of the Shanxi scenic area will open the ""free"" model"	2
Japan: Our ancestors are Chinese, Korea: Bullshit, your ancestors are our Koreans	0
A 40-year-old woman drinks milk from soy milk for 3 months. Do you know soy milk is high?	2
Starbucks is finished eating coffee giant coffee can be a cancer hidden eight years of secret hiding!	1
Why did Vietnam prohibit payments from Alipay and Microcredit overnight?	2
Why did Korea resume using Chinese characters? I started bloating again.	2
Latest self-contained technology, new self-packaged technology, and the method of micro-credit.	0
The toothpaste is smeared. The skin is white.	0
Huawei Yu Dongfeng was relieved of office, netizen: No more than the Apple Tristar, want to run? No way!	2
The origin of the human race is new or derives from the fact that the apes evolved their brains when they walked upright.	2
